poi,path,shootingDate,shooter,description,note,fid,mid_thumbnail,small_thumbnail
"308",./images/308/IMG_2947.jpg,2021/08/10 14:15:42,Kohei Otsuka,千塚十九夜塔,,"455",./mid_thumbs/308/IMG_2947.jpg,./small_thumbs/308/IMG_2947.jpg
"727",./images/727/IMG_3427.jpg,2021/08/11 14:08:44,Kohei Otsuka,常楽寺延宝念仏阿弥陀尊,,"456",./mid_thumbs/727/IMG_3427.jpg,./small_thumbs/727/IMG_3427.jpg
"728",./images/728/IMG_3369.jpg,2021/08/11 13:24:29,Kohei Otsuka,木戸阿閦如来供養塔,,"457",./mid_thumbs/728/IMG_3369.jpg,./small_thumbs/728/IMG_3369.jpg
"728",./images/728/IMG_3370.jpg,2021/08/11 13:24:33,Kohei Otsuka,木戸阿閦如来供養塔,,"458",./mid_thumbs/728/IMG_3370.jpg,./small_thumbs/728/IMG_3370.jpg
"728",./images/728/IMG_3368.jpg,2021/08/11 13:24:17,Kohei Otsuka,木戸阿閦如来供養塔,,"459",./mid_thumbs/728/IMG_3368.jpg,./small_thumbs/728/IMG_3368.jpg
"729",./images/729/IMG_3407.jpg,2021/08/11 14:02:46,Kohei Otsuka,常楽寺廻国聖観音,,"460",./mid_thumbs/729/IMG_3407.jpg,./small_thumbs/729/IMG_3407.jpg
"729",./images/729/IMG_3413.jpg,2021/08/11 14:03:34,Kohei Otsuka,常楽寺廻国聖観音,,"461",./mid_thumbs/729/IMG_3413.jpg,./small_thumbs/729/IMG_3413.jpg
"730",./images/730/IMG_3431.jpg,2021/08/11 14:09:26,Kohei Otsuka,常楽寺宝暦飯島聖観音,,"462",./mid_thumbs/730/IMG_3431.jpg,./small_thumbs/730/IMG_3431.jpg
"730",./images/730/IMG_3432.jpg,2021/08/11 14:09:35,Kohei Otsuka,常楽寺宝暦飯島聖観音,,"463",./mid_thumbs/730/IMG_3432.jpg,./small_thumbs/730/IMG_3432.jpg
"730",./images/730/IMG_3430.jpg,2021/08/11 14:09:13,Kohei Otsuka,常楽寺宝暦飯島聖観音,,"464",./mid_thumbs/730/IMG_3430.jpg,./small_thumbs/730/IMG_3430.jpg
"731",./images/731/IMG_3450.jpg,2021/08/11 14:18:47,Kohei Otsuka,深諦寺聖観音普門品供養,,"465",./mid_thumbs/731/IMG_3450.jpg,./small_thumbs/731/IMG_3450.jpg
"731",./images/731/IMG_3451.jpg,2021/08/11 14:18:58,Kohei Otsuka,深諦寺聖観音普門品供養,,"466",./mid_thumbs/731/IMG_3451.jpg,./small_thumbs/731/IMG_3451.jpg
"731",./images/731/IMG_3449.jpg,2021/08/11 14:18:37,Kohei Otsuka,深諦寺聖観音普門品供養,,"467",./mid_thumbs/731/IMG_3449.jpg,./small_thumbs/731/IMG_3449.jpg
"726",./images/726/IMG_3526.jpg,2021/08/11 15:15:14,Kohei Otsuka,宝生寺大日如来像,,"468",./mid_thumbs/726/IMG_3526.jpg,./small_thumbs/726/IMG_3526.jpg
"726",./images/726/IMG_3527.jpg,2021/08/11 15:15:20,Kohei Otsuka,宝生寺大日如来像,,"469",./mid_thumbs/726/IMG_3527.jpg,./small_thumbs/726/IMG_3527.jpg
"726",./images/726/IMG_3528.jpg,2021/08/11 15:15:27,Kohei Otsuka,宝生寺大日如来像,,"470",./mid_thumbs/726/IMG_3528.jpg,./small_thumbs/726/IMG_3528.jpg
"726",./images/726/IMG_3529.jpg,2021/08/11 15:15:38,Kohei Otsuka,宝生寺大日如来像,,"471",./mid_thumbs/726/IMG_3529.jpg,./small_thumbs/726/IMG_3529.jpg
"726",./images/726/IMG_3525.jpg,2021/08/11 15:15:08,Kohei Otsuka,宝生寺大日如来像,,"472",./mid_thumbs/726/IMG_3525.jpg,./small_thumbs/726/IMG_3525.jpg
"750",./images/750/IMG_3533.jpg,2021/08/11 15:16:07,Kohei Otsuka,宝生寺寛政地蔵尊,,"473",./mid_thumbs/750/IMG_3533.jpg,./small_thumbs/750/IMG_3533.jpg
"750",./images/750/IMG_3534.jpg,2021/08/11 15:16:16,Kohei Otsuka,宝生寺寛政地蔵尊,,"474",./mid_thumbs/750/IMG_3534.jpg,./small_thumbs/750/IMG_3534.jpg
"750",./images/750/IMG_3532.jpg,2021/08/11 15:16:00,Kohei Otsuka,宝生寺寛政地蔵尊,,"475",./mid_thumbs/750/IMG_3532.jpg,./small_thumbs/750/IMG_3532.jpg
"737",./images/737/IMG_3559.jpg,2021/08/11 15:34:47,Kohei Otsuka,日向義民地蔵尊,,"476",./mid_thumbs/737/IMG_3559.jpg,./small_thumbs/737/IMG_3559.jpg
"737",./images/737/IMG_3560.jpg,2021/08/11 15:35:01,Kohei Otsuka,日向義民地蔵尊,,"477",./mid_thumbs/737/IMG_3560.jpg,./small_thumbs/737/IMG_3560.jpg
"753",./images/753/IMG_3421.jpg,2021/08/11 14:06:42,Kohei Otsuka,やきもち地蔵尊,,"478",./mid_thumbs/753/IMG_3421.jpg,./small_thumbs/753/IMG_3421.jpg
"753",./images/753/IMG_3422.jpg,2021/08/11 14:06:49,Kohei Otsuka,やきもち地蔵尊,,"479",./mid_thumbs/753/IMG_3422.jpg,./small_thumbs/753/IMG_3422.jpg
