poi,path,shootingDate,shooter,description,note,fid,mid_thumbnail,small_thumbnail
"1229",./images/1229/shimoshinden_meiwa_koshin.jpg,2021/02/02 13:34:02,Kohei Otsuka,下新田の明和庚申,,"138",./mid_thumbs/1229/shimoshinden_meiwa_koshin.jpg,./small_thumbs/1229/shimoshinden_meiwa_koshin.jpg
"1230",./images/1230/shimoshinden_4stones.jpg,2021/02/02 13:26:42,Kohei Otsuka,下新田 白山神社前 4石造物,,"139",./mid_thumbs/1230/shimoshinden_4stones.jpg,./small_thumbs/1230/shimoshinden_4stones.jpg
"1230",./images/1230/shimoshinden_kyoho_koshin.jpg,2021/02/02 13:31:09,Kohei Otsuka,下新田の享保庚申,,"140",./mid_thumbs/1230/shimoshinden_kyoho_koshin.jpg,./small_thumbs/1230/shimoshinden_kyoho_koshin.jpg
"1231",./images/1231/shimoshinden_4stones.jpg,2021/02/02 13:26:42,Kohei Otsuka,下新田 白山神社前 4石造物,,"141",./mid_thumbs/1231/shimoshinden_4stones.jpg,./small_thumbs/1231/shimoshinden_4stones.jpg
"1231",./images/1231/shimoshinden_hoei_koshin.jpg,2021/02/02 13:29:16,Kohei Otsuka,下新田の宝永庚申,,"142",./mid_thumbs/1231/shimoshinden_hoei_koshin.jpg,./small_thumbs/1231/shimoshinden_hoei_koshin.jpg
"1232",./images/1232/shimoshinden_4stones.jpg,2021/02/02 13:26:42,Kohei Otsuka,下新田 白山神社前 4石造物,,"143",./mid_thumbs/1232/shimoshinden_4stones.jpg,./small_thumbs/1232/shimoshinden_4stones.jpg
"1232",./images/1232/shimoshinden_kansei_koshin.jpg,2021/02/02 13:30:12,Kohei Otsuka,下新田の寛政庚申,,"144",./mid_thumbs/1232/shimoshinden_kansei_koshin.jpg,./small_thumbs/1232/shimoshinden_kansei_koshin.jpg
"1232",./images/1232/shimoshinden_kansei_koshin_left.jpg,2021/02/02 13:30:27,Kohei Otsuka,下新田の寛政庚申 左側から,,"145",./mid_thumbs/1232/shimoshinden_kansei_koshin_left.jpg,./small_thumbs/1232/shimoshinden_kansei_koshin_left.jpg
"1232",./images/1232/shimoshinden_kansei_right.jpg,2021/02/02 13:30:44,Kohei Otsuka,下新田の寛政庚申 右側から,,"146",./mid_thumbs/1232/shimoshinden_kansei_right.jpg,./small_thumbs/1232/shimoshinden_kansei_right.jpg
"1367",./images/1367/nakashinden_dohyo_east.jpg,2020/09/20 16:17:38,Kohei Otsuka,中新田入り口 道標 東から,,"147",./mid_thumbs/1367/nakashinden_dohyo_east.jpg,./small_thumbs/1367/nakashinden_dohyo_east.jpg
"1367",./images/1367/nakashinden_dohyo_north.jpg,2020/09/20 16:18:10,Kohei Otsuka,中新田入り口 道標 北から,,"148",./mid_thumbs/1367/nakashinden_dohyo_north.jpg,./small_thumbs/1367/nakashinden_dohyo_north.jpg
"1367",./images/1367/nakashinden_dohyo_south.jpg,2020/09/20 16:17:12,Kohei Otsuka,中新田入り口 道標 南から,,"149",./mid_thumbs/1367/nakashinden_dohyo_south.jpg,./small_thumbs/1367/nakashinden_dohyo_south.jpg
"1221",./images/1221/nakashinden_shotoku_koshin.jpg,2020/09/20 16:26:29,Kohei Otsuka,中新田 正徳年庚申,,"150",./mid_thumbs/1221/nakashinden_shotoku_koshin.jpg,./small_thumbs/1221/nakashinden_shotoku_koshin.jpg
"1222",./images/1222/nakashinden_manen_koshin.jpg,2020/09/20 16:26:39,Kohei Otsuka,中新田 萬延年間 庚申,,"151",./mid_thumbs/1222/nakashinden_manen_koshin.jpg,./small_thumbs/1222/nakashinden_manen_koshin.jpg
"1277",./images/1277/nakashinden_tabei_bato_statue.jpg,2020/09/20 16:14:00,Kohei Otsuka,中新田 田部井家 馬頭観世音,,"152",./mid_thumbs/1277/nakashinden_tabei_bato_statue.jpg,./small_thumbs/1277/nakashinden_tabei_bato_statue.jpg
"1218",./images/1218/obayashi_koshin_2018.jpg,2018/09/24 14:50:22,Kohei Otsuka,大林の庚申,,"153",./mid_thumbs/1218/obayashi_koshin_2018.jpg,./small_thumbs/1218/obayashi_koshin_2018.jpg
"1218",./images/1218/obayashi_koshin_2019.jpg,2019/11/03 15:55:59,Kohei Otsuka,大林の庚申,,"154",./mid_thumbs/1218/obayashi_koshin_2019.jpg,./small_thumbs/1218/obayashi_koshin_2019.jpg
"1325",./images/1325/nakashinden_23ya.jpg,2020/09/20 16:26:01,Kohei Otsuka,中新田 二十三夜,,"155",./mid_thumbs/1325/nakashinden_23ya.jpg,./small_thumbs/1325/nakashinden_23ya.jpg
"1385",./images/1385/nakashinden_myogo.jpg,2020/09/20 16:26:35,Kohei Otsuka,中新田 名号,,"156",./mid_thumbs/1385/nakashinden_myogo.jpg,./small_thumbs/1385/nakashinden_myogo.jpg
"1188",./images/1188/yamajinja_jizo.jpg,2020/08/22 17:08:48,Kohei Otsuka,山田 山神社の地蔵,,"157",./mid_thumbs/1188/yamajinja_jizo.jpg,./small_thumbs/1188/yamajinja_jizo.jpg
"1188",./images/1188/yamajinja_jizo_back.jpg,2020/08/22 17:09:39,Kohei Otsuka,山田 山神社の地蔵 背面,,"158",./mid_thumbs/1188/yamajinja_jizo_back.jpg,./small_thumbs/1188/yamajinja_jizo_back.jpg
"1188",./images/1188/yamajinja_jizo_lefttop.jpg,2020/08/22 17:09:24,Kohei Otsuka,,,"159",./mid_thumbs/1188/yamajinja_jizo_lefttop.jpg,./small_thumbs/1188/yamajinja_jizo_lefttop.jpg
"1188",./images/1188/yamajinja_jizo_righttop.jpg,2020/08/22 17:09:27,Kohei Otsuka,山田 山神社の地蔵 右上の刻銘,,"160",./mid_thumbs/1188/yamajinja_jizo_righttop.jpg,./small_thumbs/1188/yamajinja_jizo_righttop.jpg
"1272",./images/1272/obayashi_bato_kameda.jpg,2020/03/21 15:40:09,Kohei Otsuka,上赤生田大林 亀田家の馬頭観世音,,"161",./mid_thumbs/1272/obayashi_bato_kameda.jpg,./small_thumbs/1272/obayashi_bato_kameda.jpg
"1209",./images/1209/jinya_jizo.jpg,2021/02/02 16:34:09,Kohei Otsuka,陣谷の地蔵菩薩,,"162",./mid_thumbs/1209/jinya_jizo.jpg,./small_thumbs/1209/jinya_jizo.jpg
"1253",./images/1253/kamishinden_zo_koshin.jpg,2021/02/02 11:23:00,Kohei Otsuka,上新田延宝の像庚申,,"163",./mid_thumbs/1253/kamishinden_zo_koshin.jpg,./small_thumbs/1253/kamishinden_zo_koshin.jpg
"1253",./images/1253/kamishinden_zo_koshin_back.jpg,2021/02/02 11:23:09,Kohei Otsuka,上新田延宝の像庚申 背面,,"164",./mid_thumbs/1253/kamishinden_zo_koshin_back.jpg,./small_thumbs/1253/kamishinden_zo_koshin_back.jpg
"1206",./images/1206/shimoshigara_standing_jizo.jpg,2021/02/02 16:49:32,Kohei Otsuka,下志柄の地蔵菩薩,,"165",./mid_thumbs/1206/shimoshigara_standing_jizo.jpg,./small_thumbs/1206/shimoshigara_standing_jizo.jpg
"1207",./images/1207/shimoshigara_sitting_jizo.jpg,2021/02/02 16:48:38,Kohei Otsuka,下志柄の地蔵菩薩,,"166",./mid_thumbs/1207/shimoshigara_sitting_jizo.jpg,./small_thumbs/1207/shimoshigara_sitting_jizo.jpg
"1207",./images/1207/shimoshigara_sitting_jizo_back.jpg,2021/02/02 16:48:46,Kohei Otsuka,下志柄の地蔵菩薩 背面,,"167",./mid_thumbs/1207/shimoshigara_sitting_jizo_back.jpg,./small_thumbs/1207/shimoshigara_sitting_jizo_back.jpg
"1256",./images/1256/kusunoki_2_koshin.jpg,2021/02/02 15:22:00,Kohei Otsuka,楠木神社の庚申2種,,"168",./mid_thumbs/1256/kusunoki_2_koshin.jpg,./small_thumbs/1256/kusunoki_2_koshin.jpg
"1256",./images/1256/kusunoki_zo_koshin.jpg,2021/02/02 15:22:05,Kohei Otsuka,楠木神社の像庚申,,"169",./mid_thumbs/1256/kusunoki_zo_koshin.jpg,./small_thumbs/1256/kusunoki_zo_koshin.jpg
"1256",./images/1256/kusunoki_zo_koshin_back.jpg,2021/02/02 15:22:26,Kohei Otsuka,楠木神社の像庚申 背面,,"170",./mid_thumbs/1256/kusunoki_zo_koshin_back.jpg,./small_thumbs/1256/kusunoki_zo_koshin_back.jpg
"1257",./images/1257/kusunoki_2_koshin.jpg,2021/02/02 15:22:00,Kohei Otsuka,楠木神社の庚申2種,,"171",./mid_thumbs/1257/kusunoki_2_koshin.jpg,./small_thumbs/1257/kusunoki_2_koshin.jpg
"1257",./images/1257/kusunoki_moji_koshin.jpg,2021/02/02 15:22:08,Kohei Otsuka,楠木神社の年代不明の庚申,,"172",./mid_thumbs/1257/kusunoki_moji_koshin.jpg,./small_thumbs/1257/kusunoki_moji_koshin.jpg
"1257",./images/1257/kusunoki_moji_koshin_back.jpg,2021/02/02 15:22:28,Kohei Otsuka,楠木神社の年代不明の庚申 背面,,"173",./mid_thumbs/1257/kusunoki_moji_koshin_back.jpg,./small_thumbs/1257/kusunoki_moji_koshin_back.jpg
"1252",./images/1252/kamishinden_koshin.jpg,2021/02/02 11:19:21,Kohei Otsuka,上新田 自然石庚申,,"174",./mid_thumbs/1252/kamishinden_koshin.jpg,./small_thumbs/1252/kamishinden_koshin.jpg
"1379",./images/1379/tachiba_yudonoyama.jpg,2020/09/20 14:07:06,Kohei Otsuka,他宗場 湯殿山供養塔,,"175",./mid_thumbs/1379/tachiba_yudonoyama.jpg,./small_thumbs/1379/tachiba_yudonoyama.jpg
"1379",./images/1379/tachiba_yudonoyama_back.jpg,2020/09/20 14:07:18,Kohei Otsuka,他宗場 湯殿山供養塔 背後,,"176",./mid_thumbs/1379/tachiba_yudonoyama_back.jpg,./small_thumbs/1379/tachiba_yudonoyama_back.jpg
"1383",./images/1383/tachiba_fudo_myogo.jpg,2020/09/20 14:09:02,Kohei Otsuka,他宗場 不動明王の名号,,"177",./mid_thumbs/1383/tachiba_fudo_myogo.jpg,./small_thumbs/1383/tachiba_fudo_myogo.jpg
"1383",./images/1383/tachiba_fudo_myogo_back.jpg,2020/09/20 14:12:02,Kohei Otsuka,他宗場 不動明王の名号 背面,,"178",./mid_thumbs/1383/tachiba_fudo_myogo_back.jpg,./small_thumbs/1383/tachiba_fudo_myogo_back.jpg
"1384",./images/1384/tachiba_nyoirin_myogo.jpg,2020/09/20 14:11:28,Kohei Otsuka,他宗場 如意輪観音名号,,"179",./mid_thumbs/1384/tachiba_nyoirin_myogo.jpg,./small_thumbs/1384/tachiba_nyoirin_myogo.jpg
"1384",./images/1384/tachiba_nyoirin_myogo_back.jpg,2020/09/20 14:12:16,Kohei Otsuka,他宗場 如意輪観音名号 背面,,"180",./mid_thumbs/1384/tachiba_nyoirin_myogo_back.jpg,./small_thumbs/1384/tachiba_nyoirin_myogo_back.jpg
"1384",./images/1384/tachiba_nyoirin_myogo_base_left.jpg,2020/09/20 14:12:37,Kohei Otsuka,他宗場 如意輪観音名号 台座右方,,"181",./mid_thumbs/1384/tachiba_nyoirin_myogo_base_left.jpg,./small_thumbs/1384/tachiba_nyoirin_myogo_base_left.jpg
"1384",./images/1384/tachiba_nyoirin_myogo_base_right.jpg,2020/09/20 14:12:51,Kohei Otsuka,他宗場 如意輪観音名号 台座左方,,"182",./mid_thumbs/1384/tachiba_nyoirin_myogo_base_right.jpg,./small_thumbs/1384/tachiba_nyoirin_myogo_base_right.jpg
"1378",./images/1378/tachiba_dewa3zan.jpg,2020/09/20 14:06:45,Kohei Otsuka,他宗場 出羽三山供養塔,,"183",./mid_thumbs/1378/tachiba_dewa3zan.jpg,./small_thumbs/1378/tachiba_dewa3zan.jpg
"1378",./images/1378/tachiba_dewa3zan_back.jpg,2020/09/20 14:07:15,Kohei Otsuka,他宗場 出羽三山供養塔,,"184",./mid_thumbs/1378/tachiba_dewa3zan_back.jpg,./small_thumbs/1378/tachiba_dewa3zan_back.jpg
"1203",./images/1203/tachiba_shotoku4_jizo.jpg,2020/09/20 14:11:22,Kohei Otsuka,他宗場 正徳4年地蔵,,"185",./mid_thumbs/1203/tachiba_shotoku4_jizo.jpg,./small_thumbs/1203/tachiba_shotoku4_jizo.jpg
"1203",./images/1203/tachiba_shotoku4_jizo_back.jpg,2020/09/20 14:12:12,Kohei Otsuka,他宗場 正徳4年地蔵 背面,,"186",./mid_thumbs/1203/tachiba_shotoku4_jizo_back.jpg,./small_thumbs/1203/tachiba_shotoku4_jizo_back.jpg
"1204",./images/1204/tachiba_shotoku5_jizo.jpg,2020/09/20 14:11:16,Kohei Otsuka,他宗場 正徳5年地蔵,,"187",./mid_thumbs/1204/tachiba_shotoku5_jizo.jpg,./small_thumbs/1204/tachiba_shotoku5_jizo.jpg
"1204",./images/1204/tachiba_shotoku5_jizo_back.jpg,2020/09/20 14:12:08,Kohei Otsuka,他宗場 正徳5年地蔵 背面,,"188",./mid_thumbs/1204/tachiba_shotoku5_jizo_back.jpg,./small_thumbs/1204/tachiba_shotoku5_jizo_back.jpg
"1205",./images/1205/tachiba_baby_jizo.jpg,2020/09/20 14:20:31,Kohei Otsuka,他宗場 子抱き地蔵,,"189",./mid_thumbs/1205/tachiba_baby_jizo.jpg,./small_thumbs/1205/tachiba_baby_jizo.jpg
"1205",./images/1205/tachiba_baby_jizo_left.jpg,2020/09/20 14:20:47,Kohei Otsuka,他宗場 子抱き地蔵 左方,,"190",./mid_thumbs/1205/tachiba_baby_jizo_left.jpg,./small_thumbs/1205/tachiba_baby_jizo_left.jpg
"1205",./images/1205/tachiba_baby_jizo_right.jpg,2020/09/20 14:20:39,Kohei Otsuka,他宗場 子抱き地蔵 右方,,"191",./mid_thumbs/1205/tachiba_baby_jizo_right.jpg,./small_thumbs/1205/tachiba_baby_jizo_right.jpg
"1248",./images/1248/tachiba_triangle_koshin.jpg,2020/09/20 14:03:17,Kohei Otsuka,他宗場の三角形庚申,,"192",./mid_thumbs/1248/tachiba_triangle_koshin.jpg,./small_thumbs/1248/tachiba_triangle_koshin.jpg
"1249",./images/1249/tachiba_pillar_koshin.jpg,2020/09/20 14:03:20,Kohei Otsuka,他宗場 柱型庚申,,"193",./mid_thumbs/1249/tachiba_pillar_koshin.jpg,./small_thumbs/1249/tachiba_pillar_koshin.jpg
"1250",./images/1250/tachiba_tricolumn_koshin.jpg,2020/09/20 13:48:54,Kohei Otsuka,他宗場の三角柱庚申,,"194",./mid_thumbs/1250/tachiba_tricolumn_koshin.jpg,./small_thumbs/1250/tachiba_tricolumn_koshin.jpg
"1250",./images/1250/tachiba_tricolumn_koshin_side.jpg,2020/09/20 13:49:12,Kohei Otsuka,他宗場の三角柱庚申 側面,,"195",./mid_thumbs/1250/tachiba_tricolumn_koshin_side.jpg,./small_thumbs/1250/tachiba_tricolumn_koshin_side.jpg
"1251",./images/1251/tachiba_sword_koshin.jpg,2020/09/20 13:52:52,Kohei Otsuka,他宗場の剣型庚申,,"196",./mid_thumbs/1251/tachiba_sword_koshin.jpg,./small_thumbs/1251/tachiba_sword_koshin.jpg
"1251",./images/1251/tachiba_sword_koshin_side.jpg,2020/09/20 13:53:13,Kohei Otsuka,他宗場の剣型庚申 側面,,"197",./mid_thumbs/1251/tachiba_sword_koshin_side.jpg,./small_thumbs/1251/tachiba_sword_koshin_side.jpg
"1293",./images/1293/tachiba_bato.jpg,2020/09/20 14:25:26,Kohei Otsuka,他宗場 馬頭観世音,,"198",./mid_thumbs/1293/tachiba_bato.jpg,./small_thumbs/1293/tachiba_bato.jpg
"1247",./images/1247/shimoshigara_koshin.jpg,2021/02/02 16:57:10,Kohei Otsuka,下志柄の庚申,,"199",./mid_thumbs/1247/shimoshigara_koshin.jpg,./small_thumbs/1247/shimoshigara_koshin.jpg
"1247",./images/1247/shimoshigara_koshin_back.jpg,2021/02/02 16:57:16,Kohei Otsuka,下志柄の庚申 背面,,"200",./mid_thumbs/1247/shimoshigara_koshin_back.jpg,./small_thumbs/1247/shimoshigara_koshin_back.jpg
"1246",./images/1246/obukuro_seimen_kongo_back.jpg,2020/07/11 15:52:50,Kohei Otsuka,大袋の自然石青面金剛 (背面),,"201",./mid_thumbs/1246/obukuro_seimen_kongo_back.jpg,./small_thumbs/1246/obukuro_seimen_kongo_back.jpg
"1246",./images/1246/obukuro_seimen_kongo.jpg,2021/02/02 10:35:56,Kohei Otsuka,大袋の自然石青面金剛,,"202",./mid_thumbs/1246/obukuro_seimen_kongo.jpg,./small_thumbs/1246/obukuro_seimen_kongo.jpg
"1197",./images/1197/obukuro_jizo.jpg,2020/07/11 15:33:48,Kohei Otsuka,大袋の地蔵菩薩,,"203",./mid_thumbs/1197/obukuro_jizo.jpg,./small_thumbs/1197/obukuro_jizo.jpg
"1197",./images/1197/obukuro_jizo_back.jpg,2020/07/11 15:34:24,Kohei Otsuka,大袋の地蔵菩薩 背面,,"204",./mid_thumbs/1197/obukuro_jizo_back.jpg,./small_thumbs/1197/obukuro_jizo_back.jpg
"1197",./images/1197/obukuro_koshin_jizo.jpg,2020/07/11 15:38:15,Kohei Otsuka,大袋の地蔵菩薩と青面金剛,,"205",./mid_thumbs/1197/obukuro_koshin_jizo.jpg,./small_thumbs/1197/obukuro_koshin_jizo.jpg
"1292",./images/1292/fujitake_bato.jpg,2020/09/20 13:37:17,Kohei Otsuka,富士嶽神社 馬頭観世音,,"206",./mid_thumbs/1292/fujitake_bato.jpg,./small_thumbs/1292/fujitake_bato.jpg
"1292",./images/1292/fujitake_bato_side.jpg,2020/09/20 13:38:27,Kohei Otsuka,富士嶽神社 馬頭観世音 側面,,"207",./mid_thumbs/1292/fujitake_bato_side.jpg,./small_thumbs/1292/fujitake_bato_side.jpg
"1195",./images/1195/fujitake_jinja_jizo_nohead1.jpg,2020/09/20 13:38:48,Kohei Otsuka,富士嶽神社の首なし地蔵,,"208",./mid_thumbs/1195/fujitake_jinja_jizo_nohead1.jpg,./small_thumbs/1195/fujitake_jinja_jizo_nohead1.jpg
"1195",./images/1195/fujitake_jinja_jizo_nohead2.jpg,2020/09/20 13:38:44,Kohei Otsuka,富士嶽神社の首なし地蔵,,"209",./mid_thumbs/1195/fujitake_jinja_jizo_nohead2.jpg,./small_thumbs/1195/fujitake_jinja_jizo_nohead2.jpg
"1196",./images/1196/fujitake_jizo_no_head.jpg,2021/02/02 11:09:47,Kohei Otsuka,富士山 富士嶽神社の地蔵菩薩? 木に寄りかかっており頭が失われている,,"210",./mid_thumbs/1196/fujitake_jizo_no_head.jpg,./small_thumbs/1196/fujitake_jizo_no_head.jpg
"1238",./images/1238/fujitake_shrine_koshin.jpg,2021/02/02 11:11:51,Kohei Otsuka,富士山 富士嶽神社 庚申塔,,"211",./mid_thumbs/1238/fujitake_shrine_koshin.jpg,./small_thumbs/1238/fujitake_shrine_koshin.jpg
"1239",./images/1239/fujitake_1zaru_seimen_1.jpg,2021/02/02 10:59:02,Kohei Otsuka,富士山 富士嶽神社 一猿と青面金剛、藪の中に倒壊していた,,"212",./mid_thumbs/1239/fujitake_1zaru_seimen_1.jpg,./small_thumbs/1239/fujitake_1zaru_seimen_1.jpg
"1239",./images/1239/fujitake_1zaru_seimen_2.jpg,2021/02/02 11:06:39,Kohei Otsuka,富士山 富士嶽神社 一猿と青面金剛、藪の中に倒壊していた,,"213",./mid_thumbs/1239/fujitake_1zaru_seimen_2.jpg,./small_thumbs/1239/fujitake_1zaru_seimen_2.jpg
"1239",./images/1239/fujitake_1zaru_seimen_3.jpg,2021/02/02 11:06:53,Kohei Otsuka,富士山 富士嶽神社 一猿と青面金剛、藪の中に倒壊していた,,"214",./mid_thumbs/1239/fujitake_1zaru_seimen_3.jpg,./small_thumbs/1239/fujitake_1zaru_seimen_3.jpg
"1327",./images/1327/fujitake_23ya.jpg,2018/08/04 14:09:03,Kohei Otsuka,富士嶽神社 二十三夜,,"215",./mid_thumbs/1327/fujitake_23ya.jpg,./small_thumbs/1327/fujitake_23ya.jpg
"1327",./images/1327/fujitake_23ya_2021.jpg,2021/02/02 11:00:40,Kohei Otsuka,富士山 富士嶽神社 二十三夜,,"216",./mid_thumbs/1327/fujitake_23ya_2021.jpg,./small_thumbs/1327/fujitake_23ya_2021.jpg
"1318",./images/1318/fujitake_19ya.jpg,2020/09/20 13:39:18,Kohei Otsuka,富士嶽神社 十九夜,,"217",./mid_thumbs/1318/fujitake_19ya.jpg,./small_thumbs/1318/fujitake_19ya.jpg
"1318",./images/1318/fujitake_19ya_base_left.jpg,2020/09/20 13:39:29,Kohei Otsuka,富士嶽神社 十九夜 台座左側,,"218",./mid_thumbs/1318/fujitake_19ya_base_left.jpg,./small_thumbs/1318/fujitake_19ya_base_left.jpg
"1318",./images/1318/fujitake_19ya_base_right.jpg,2020/09/20 13:39:36,Kohei Otsuka,富士嶽神社 十九夜 台座右側,,"219",./mid_thumbs/1318/fujitake_19ya_base_right.jpg,./small_thumbs/1318/fujitake_19ya_base_right.jpg
"1240",./images/1240/sakamura_sarutahiko.jpg,2020/07/11 16:02:59,Kohei Otsuka,坂村家の猿田彦大神 (遠景),,"220",./mid_thumbs/1240/sakamura_sarutahiko.jpg,./small_thumbs/1240/sakamura_sarutahiko.jpg
"1240",./images/1240/sakamura_sarutahiko_zoom.jpg,2020/07/11 16:02:34,Kohei Otsuka,坂村家の猿田彦大神,,"221",./mid_thumbs/1240/sakamura_sarutahiko_zoom.jpg,./small_thumbs/1240/sakamura_sarutahiko_zoom.jpg
"1241",./images/1241/tamura_sarutahiko.jpg,2020/07/11 16:05:02,Kohei Otsuka,田村家の猿田彦大神 (遠景),,"222",./mid_thumbs/1241/tamura_sarutahiko.jpg,./small_thumbs/1241/tamura_sarutahiko.jpg
"1241",./images/1241/tamura_sarutahiko_side.jpg,2020/07/11 16:04:55,Kohei Otsuka,田村家の猿田彦大神 (側面),,"223",./mid_thumbs/1241/tamura_sarutahiko_side.jpg,./small_thumbs/1241/tamura_sarutahiko_side.jpg
"1241",./images/1241/tamura_sarutahiko_zoom.jpg,2020/07/11 16:04:37,Kohei Otsuka,田村家の猿田彦大神,,"224",./mid_thumbs/1241/tamura_sarutahiko_zoom.jpg,./small_thumbs/1241/tamura_sarutahiko_zoom.jpg
"1242",./images/1242/kano_satahiko_bato.jpg,2020/07/11 16:17:29,Kohei Otsuka,狩野家の佐田彦大神 馬頭観世音,,"225",./mid_thumbs/1242/kano_satahiko_bato.jpg,./small_thumbs/1242/kano_satahiko_bato.jpg
"1242",./images/1242/kano_satahiko_zoom.jpg,2020/07/11 16:17:18,Kohei Otsuka,狩野家の佐田彦大神,,"226",./mid_thumbs/1242/kano_satahiko_zoom.jpg,./small_thumbs/1242/kano_satahiko_zoom.jpg
"1243",./images/1243/mogi_koshin.jpg,2020/07/11 16:13:18,Kohei Otsuka,茂木家の庚申 (遠景),,"227",./mid_thumbs/1243/mogi_koshin.jpg,./small_thumbs/1243/mogi_koshin.jpg
"1243",./images/1243/mogi_koshin_zoom.jpg,2020/07/11 16:13:12,Kohei Otsuka,茂木家の庚申,,"228",./mid_thumbs/1243/mogi_koshin_zoom.jpg,./small_thumbs/1243/mogi_koshin_zoom.jpg
"1287",./images/1287/fujiyama_sakamura_bato.jpg,2020/09/20 13:28:19,Kohei Otsuka,富士山 坂村家の馬頭観世音,,"229",./mid_thumbs/1287/fujiyama_sakamura_bato.jpg,./small_thumbs/1287/fujiyama_sakamura_bato.jpg
"1245",./images/1245/obukuro_koshin_jizo.jpg,2020/07/11 15:38:15,Kohei Otsuka,大袋の地蔵菩薩と青面金剛,,"230",./mid_thumbs/1245/obukuro_koshin_jizo.jpg,./small_thumbs/1245/obukuro_koshin_jizo.jpg
"1245",./images/1245/obukuro_sanzaru_koshin_damaged.jpg,2020/07/11 15:38:15,Kohei Otsuka,大袋の青面金剛 (画像破損),,"231",./mid_thumbs/1245/obukuro_sanzaru_koshin_damaged.jpg,./small_thumbs/1245/obukuro_sanzaru_koshin_damaged.jpg
"1245",./images/1245/obukuro_koshin_new.jpg,2021/02/02 10:29:27,Kohei Otsuka,大袋の青面金剛,,"232",./mid_thumbs/1245/obukuro_koshin_new.jpg,./small_thumbs/1245/obukuro_koshin_new.jpg
"1211",./images/1211/fuchinokami_amida.jpg,2021/02/02 13:57:43,Kohei Otsuka,釈迦堂の阿弥陀如来,,"233",./mid_thumbs/1211/fuchinokami_amida.jpg,./small_thumbs/1211/fuchinokami_amida.jpg
"1212",./images/1212/fuchinokami_jizo_statue.jpg,2021/02/02 14:09:11,Kohei Otsuka,釈迦堂の地蔵菩薩,,"234",./mid_thumbs/1212/fuchinokami_jizo_statue.jpg,./small_thumbs/1212/fuchinokami_jizo_statue.jpg
"1213",./images/1213/fuchinokami_relief_jizo.jpg,2021/02/02 14:01:01,Kohei Otsuka,釈迦堂の地蔵菩薩,,"235",./mid_thumbs/1213/fuchinokami_relief_jizo.jpg,./small_thumbs/1213/fuchinokami_relief_jizo.jpg
"1264",./images/1264/shirahata_koshin.jpg,2021/02/02 15:04:42,Kohei Otsuka,白旗の庚申,,"236",./mid_thumbs/1264/shirahata_koshin.jpg,./small_thumbs/1264/shirahata_koshin.jpg
"1264",./images/1264/shirahata_koshin_back.jpg,2021/02/02 15:04:57,Kohei Otsuka,白旗の庚申 背面,,"237",./mid_thumbs/1264/shirahata_koshin_back.jpg,./small_thumbs/1264/shirahata_koshin_back.jpg
"1321",./images/1321/fuchinokami_19ya_short.jpg,2021/02/02 14:09:37,Kohei Otsuka,二世安楽の十九夜,,"238",./mid_thumbs/1321/fuchinokami_19ya_short.jpg,./small_thumbs/1321/fuchinokami_19ya_short.jpg
"1322",./images/1322/fuchinokami_19ya_tall.jpg,2021/02/02 14:09:17,Kohei Otsuka,渕上の十九夜,,"239",./mid_thumbs/1322/fuchinokami_19ya_tall.jpg,./small_thumbs/1322/fuchinokami_19ya_tall.jpg
"1322",./images/1322/fuchinokami_19ya_tall_basement.jpg,2021/02/02 14:09:31,Kohei Otsuka,渕上の十九夜 台座,,"240",./mid_thumbs/1322/fuchinokami_19ya_tall_basement.jpg,./small_thumbs/1322/fuchinokami_19ya_tall_basement.jpg
"1320",./images/1320/fuchinokami_19ya_stone.jpg,2021/02/02 14:12:04,Kohei Otsuka,自然石の十九夜,,"241",./mid_thumbs/1320/fuchinokami_19ya_stone.jpg,./small_thumbs/1320/fuchinokami_19ya_stone.jpg
"1259",./images/1259/fuchinokami_zo_koshin.jpg,2021/02/02 14:09:03,Kohei Otsuka,釈迦堂の像庚申,,"242",./mid_thumbs/1259/fuchinokami_zo_koshin.jpg,./small_thumbs/1259/fuchinokami_zo_koshin.jpg
"1260",./images/1260/fuchinokami_zo_koshin_noera.jpg,2021/02/02 14:09:07,Kohei Otsuka,釈迦堂の年代不明の像庚申,,"243",./mid_thumbs/1260/fuchinokami_zo_koshin_noera.jpg,./small_thumbs/1260/fuchinokami_zo_koshin_noera.jpg
"1261",./images/1261/fuchinokami_kanpo_koshin.jpg,2021/02/02 14:08:53,Kohei Otsuka,釈迦堂の寛保庚申,,"244",./mid_thumbs/1261/fuchinokami_kanpo_koshin.jpg,./small_thumbs/1261/fuchinokami_kanpo_koshin.jpg
"1262",./images/1262/fuchinokami_seimen_kongo_moji.jpg,2021/02/02 14:08:47,Kohei Otsuka,釈迦堂の青面金剛,,"245",./mid_thumbs/1262/fuchinokami_seimen_kongo_moji.jpg,./small_thumbs/1262/fuchinokami_seimen_kongo_moji.jpg
"1263",./images/1263/nagatake_stone_koshin.jpg,2021/02/02 14:58:40,Kohei Otsuka,長竹の自然石庚申,,"246",./mid_thumbs/1263/nagatake_stone_koshin.jpg,./small_thumbs/1263/nagatake_stone_koshin.jpg
